url,Registration Year,Insurance,Fuel Type,Seats,Kms Driven,RTO,Ownership,Engine Displacement,Transmission,Year of Manufacture,Engine,Power,Top Speed,Drive Type,Fuel,Seating Capacity,Price,Mileage,Length,Engine Type,Displacement,Max Power,Max Torque,No. of Cylinders,Valves Per Cylinder,Valve Configuration,Fuel Supply System,Turbo Charger,Super Charge,Transmission Type,Gearbox,Petrol Mileage ARAI,Petrol Fuel Tank Capacity,Emission Norm Compliance,Front Suspension,Rear Suspension,Shock Absorbers Type,Steering Type,Steering Column,Steering Gear Type,Turning Radius,Front Brake Type,Rear Brake Type,Acceleration,0-100kmph,Width,Height,Ground Clearance Unladen,Wheel Base,Front Tread,Rear Tread,Kerb Weight,No. of Doors,No. of Airbags,Battery Warranty,Petrol Highway Mileage,Gross Weight,Diesel Mileage ARAI,Diesel Fuel Tank Capacity,Ground Clearance (Laden),Global NCAP Safety Rating,Boot Space,Braking (100-0kmph),0-100Kmph (Tested),Quarter Mile (Tested),City driveability (20-80kmph),Braking (80-0 kmph),Ground Clearance,Alloy Wheel Size Front,Alloy Wheel Size Rear,Diesel Highway Mileage,Quarter Mile,Regenerative Braking,Secondary Fuel Type,Alternate Fuel,Range,Battery Capacity,Charging Time DC,Motor Power,Motor Type,Battery Type,Charging Time (D.C),Charging Port,Charging Options,Acceleration 0-100kmph,Charging Time,Fast Charging,LPG Mileage ARAI,LPG Fuel Tank Capacity,Braking (60-0 kmph),Reported Boot Space,3rd Gear (30-80kmph),4th Gear (40-100kmph),Reported Ground Clearance (Unladen),Charging Time AC,"<a href=""/car-faqs/mg-zs-ev/what-is-the-battery-capacity-of-mg-zs-ev-203.html"" class=""bluelink"" title=""Battery Capacity"">Battery Capacity</a>",Charging Time (A.C),Regenerative Braking Levels,Wireless Charging,Charger Type,Charging Time (15 A Plug Point),Charging Time (7.2 kW AC Fast Charger),Charging Time (50 kW DC Fast Charger),Range - Tested,Emission Control System,CNG Mileage ARAI,CNG Fuel Tank Capacity,Boot Space Rear Seat Folding,Petrol Fuel Tank Capacity (Litres),Petrol Mileage WLTP
https://www.cardekho.com/used-car-details/used-Mini-cooper-countryman-2018-2021-cooper-s-jcw-inspired-cars-Bangalore_18ca46db-90fa-4cf1-b4ba-db8f05a5e85e.htm?adId=16580&adType=41,2018,-,Petrol,5 Seats,"30,000 Kms",Bangalore,First Owner,1998 cc,Automatic,2018,1998 cc,189.08 bhp,225 kmph,AWD,Petrol,5.0,₹33 Lakh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Hyundai-i20-sportz-12-cars-Bangalore_7df4f53f-c332-407b-bf22-8eafa5c96570.htm,May 2017,-,Petrol,5 Seats,"30,000 Kms",Bangalore,First Owner,1197 cc,Manual,2017,1197 cc,81.83 bhp,170  kmph,FWD,Petrol,5.0,₹6.10 Lakh,18.6 kmpl,3985 mm,Kappa VTVT Petrol Engine,1197 cc,81.83bhp@6000rpm,114.7Nm@4000rpm,4.0,4.0,DOHC,MPFI,No,No,Manual,5 Speed,18.6 kmpl,45 Litres,BS IV,MacPherson Strut,Coupled Torsion Beam,Gas Filled,Power,Tilt & Telescopic,Rack & Pinion,5.2 meters,Disc,Drum,13.2 Seconds,13.2 Seconds,1734 mm,1505 mm,170 mm,2570 mm,1505 mm,1503 mm,1066 kg,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Hyundai-i20-asta-opt-bsvi-cars-Bangalore_b13dbf1d-b492-4e05-8298-0ec94c66c580.htm,Jul 2021,Comprehensive,Petrol,5 Seats,"49,000 Kms",Bangalore,First Owner,1197 cc,Manual,2021,1197 cc,81.80 bhp,,,Petrol,5.0,₹7.25 Lakh,21 kmpl,3995 mm,1.2 l Kappa petrol,1197 cc,81.80bhp@6000rpm,114.74Nm@4200rpm,4.0,4.0,,,No,,Manual,5 Speed,21 kmpl,37 Litres,BS VI,McPherson Strut,Coupled torsion beam axle,Gas Filled,Electric,Tilt & telescopic,Rack&Pinion,,Disc,Drum,,,1775 mm,1505 mm,,2580 mm,,,1170 kg,5.0,6.0,Yes,21 kmpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Volkswagen-vento-12-tsi-highline-at-cars-Bangalore_013fc818-a77b-4d18-bcf1-da70117f1d26.htm,Jan 2026,Comprehensive,Petrol,5 Seats,"81,000 Kms",Bangalore,First Owner,1197 cc,Automatic,2017,1197 cc,103.2 bhp,185  kmph,FWD,Petrol,5.0,₹6.85 Lakh,18.19 kmpl,4390 mm,TSI Petrol Engine,1197 cc,103.2bhp@5000rpm,175Nm@1500-4100rpm,4.0,4.0,SOHC,Direct Injection,Yes,No,Automatic,7 Speed,18.19 kmpl,55 Litres,BS IV,MacPherson Strut,Semi Indpendent Trailing Arm,,Power,Tilt & Telescopic,Rack & Pinion,5.4 metres,Ventilated Disc,Drum,12.3 Seconds,12.3 Seconds,1699 mm,1467 mm,163 mm,2553 mm,1457 mm,1500 mm,1179 kg,4.0,,,,1720 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Volvo-s60-d4-momentum-bsiv-cars-Bangalore_68cc26f5-52b3-4124-b684-9af319a03516.htm?adId=17499&adType=41,2015,-,Diesel,5 Seats,"80,000 Kms",Bangalore,First Owner,1969 cc,Automatic,2015,1969 cc,190 bhp,230  kmph,FWD,Diesel,5.0,₹19 Lakh,,4635 mm,Turbo Diesel Engine,1969 cc,190bhp,400Nm,4.0,4.0,DOHC,CRDI,Yes,No,Automatic,8 Speed,,,BS IV,MacPherson Strut,Multi Link,,Power,Adjustable & Collapsible,Rack & Pinion,5.65 metres,Disc,Disc,9.2 Seconds,9.2 Seconds,2097 mm,1484 mm,136 mm,2776 mm,1588 mm,1585 mm,1652 kg,4.0,,,,2060 kg,27.03 kmpl,67 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Hyundai-venue-s-turbo-cars-Bangalore_912a0af2-945a-40d7-ac10-4e0f9643dd88.htm,Mar 2021,-,Petrol,5 Seats,"81,000 Kms",Mangalore,First Owner,998 cc,Manual,2021,998 cc,118.35 bhp,,FWD,Petrol,5.0,₹6.75 Lakh,18.27 kmpl,3995 mm,Kappa 1.0 L Turbo GDi Petrol,998 cc,118.35bhp@6000rpm,171.6Nm@1500-4000rpm,3.0,4.0,,GDi,Yes,,Manual,6-Speed,18.27 kmpl,45 Litres,BS VI,McPherson Strut with Coil Spring,Coupled Torsion Beam Axle with Coil Spring,,Electric,Tilt,Rack & Pinion,,Disc,Drum,,,1770 mm,1605 mm,,2500 mm,,,1200 kg,5.0,,,,,,,190mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Volkswagen-vento-12-tsi-highline-at-cars-Bangalore_5f10cf1d-1e94-4228-8277-71ccd095b046.htm,Sept 2017,Comprehensive,Petrol,5 Seats,"76,300 Kms",Bangalore,Second Owner,1197 cc,Automatic,2017,1197 cc,103.2 bhp,185  kmph,FWD,Petrol,5.0,₹5.95 Lakh,18.19 kmpl,4390 mm,TSI Petrol Engine,1197 cc,103.2bhp@5000rpm,175Nm@1500-4100rpm,4.0,4.0,SOHC,Direct Injection,Yes,No,Automatic,7 Speed,18.19 kmpl,55 Litres,BS IV,MacPherson Strut,Semi Indpendent Trailing Arm,,Power,Tilt & Telescopic,Rack & Pinion,5.4 metres,Ventilated Disc,Drum,12.3 Seconds,12.3 Seconds,1699 mm,1467 mm,163 mm,2553 mm,1457 mm,1500 mm,1179 kg,4.0,,,,1720 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-magna-bsiv-cars-Bangalore_75848fbf-5d75-4409-af41-ba86990b312b.htm,Nov 2018,Comprehensive,Petrol,5 Seats,"53,995 Kms",Bangalore,First Owner,1197 cc,Manual,2018,1197 cc,81.86 bhp,165  kmph,FWD,Petrol,5.0,₹4.45 Lakh,18.9 kmpl,3765 mm,Kappa VTVT Petrol Engine,1197 cc,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,No,No,Manual,5 Speed,18.9 kmpl,43 Litres,,MacPherson Strut,Coupled Torsion Beam Axle,Gas Filled,Power,,Rack & Pinion,4.8 metres,Disc,Drum,12.9 Seconds,12.9 Seconds,1660 mm,1520 mm,165 mm,2425 mm,1479 mm,1493 mm,1100 kg,5.0,2.0,,22.19 kmpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive20d-cars-Bangalore_f25f257e-20a0-479c-a277-a326babb31fb.htm?adId=18933&adType=41,2014,Third Party,Diesel,5 Seats,"1,20,000 Kms",Mumbai,Third Owner,1995 cc,Automatic,2014,1995 cc,184 bhp,205  kmph,RWD,Diesel,5.0,₹11 Lakh,,4477 mm,sDrive20d Diesel Engine,1995 cc,184bhp@4000rpm,380Nm@1750-2750rpm,4.0,4.0,,CRDi,Yes,No,Automatic,8-Speed,,,BS IV,Double Joint Strut Fron Axle,Multi Arm Rear Axle,,Power,Tilt,Rack & Pinion,5.8 meters,Ventilated Discs,Ventilated Discs,7.9 Seconds,7.9 Seconds,2058 mm,1545 mm,179 mm,2760 mm,1501 mm,1529 mm,1485 kg,5.0,,,,,17.05 kmpl,61 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Mini-cooper-countryman-2018-2021-cooper-s-jcw-inspired-cars-Bangalore_18ca46db-90fa-4cf1-b4ba-db8f05a5e85e.htm,2018,-,Petrol,5 Seats,"30,000 Kms",Bangalore,First Owner,1998 cc,Automatic,2018,1998 cc,189.08 bhp,225  kmph,AWD,Petrol,5.0,₹33 Lakh,,4299 mm,Petrol Engine,1998 cc,189.08bhp@5000-6000rpm,280Nm@1350rpm,4.0,4.0,DOHC,MPFI,Yes,No,Automatic,8 Speed,16.6 kmpl,51 Litres,BS VI,Single-Link Spring-Strut,Multiple-Control-Arm,,Power,Tilt Adjustable Steering,Rack & Pinion,6.0 metres,Disc,Drum,7.5 Seconds,7.5 Seconds,1822 mm,1557 mm,149 mm,2595 mm,1534 mm,1559 mm,1535 kg,5.0,,,,2050 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Bmw-x1-sdrive18i-m-sport-cars-Bangalore_9fc556ff-9f4f-4eb5-a0ac-9d2287799fd6.htm,2025,-,Petrol,5 Seats,"30,000 Kms",Bhubaneswar,First Owner,1499 cc,Automatic,2025,1499 cc,134.10 bhp,219 kmph,FWD,Petrol,5.0,₹45 Lakh,20.37 kmpl,4429 mm,B38 turbo I3,1499 cc,134.10bhp@4400-6500rpm,230Nm@1500–4000rpm,3.0,4.0,,,Twin,,Automatic,7-Speed Steptronic,20.37 kmpl,51 Litres,BS VI 2.0,,,,,,,,Disc,Disc,9.2Sec,9.2Sec,1827 mm,1598 mm,,2755 mm,,,1535 kg,4.0,,,,,,,,5 Star,500 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Kia-seltos-htx-ivt-g-cars-Bangalore_8e739998-5cb2-4133-83bf-0c1ee7829644.htm,2022,Comprehensive,Petrol,5 Seats,"22,000 Kms",Bangalore,First Owner,1497 cc,Automatic,2022,1497 cc,113.42 bhp,,2WD,Petrol,5.0,₹12 Lakh,16.8 kmpl,4315 mm,Smartstream G1.5,1497 cc,113.42bhp@6300rpm,144nm@4500rpm,4.0,4.0,DOHC,MPI,No,No,Automatic,6-Speed IVT,16.8 kmpl,50 Litres,BS VI,McPherson Strut & Coil Spring,Coupled Torsion Beam Axle with Coil Spring,,Electric,Tilt & Telescopic,Rack & Pinion,,Disc,Disc,11.8,11.8,1800 mm,1645 mm,,2610 mm,,,1555 kg,5.0,,,,,,,190mm,,,40.93m,9.51s,17.02s @135.44kmph,5.47s,25.51m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Maruti-wagon-r-vxi-bs-iv-cars-Bangalore_7dc55e8e-f651-4ce1-b5ab-82a535c28b83.htm,2014,-,Petrol,5 Seats,"40,000 Kms",Bangalore,First Owner,998 cc,Manual,2014,998 cc,67.04 bhp,152  kmph,FWD,Petrol,5.0,₹3.25 Lakh,20.51 kmpl,3599 mm,K10B Petrol Engine,998 cc,67.04bhp@6200rpm,90Nm@3500rpm,3.0,4.0,DOHC,,No,No,Manual,5 Speed,20.51 kmpl,35 Litres,BS IV,MacPherson Strut,Isolated Trailing Link,Coil Spring,Power,Tilt & Collapsible,Rack & Pinion,4.6 metres,Ventilated Disc,Drum,18.6 Seconds,18.6 Seconds,1495 mm,1700 mm,165 mm,2400 mm,1295 mm,1290 mm,885 kg,5.0,,,,1350 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Maruti-s-cross-ddis-200-zeta-cars-Bangalore_b194ee2c-7705-49f8-8dfb-6279c6ee15b6.htm,2016,-,Diesel,5 Seats,"80,000 Kms",Meerut,First Owner,1248 cc,Manual,2016,1248 cc,88.5 bhp,190  kmph,FWD,,5.0,₹6 Lakh,23.65 kmpl,4300 mm,DDiS 200 Diesel Engine,1248 cc,88.5bhp@4000rpm,200Nm@1750rpm,4.0,4.0,DOHC,,Yes,No,Manual,5 Speed,,,BS IV,MacPherson Strut,Torsion Beam,Coil Spring,Power,Tilt & Telescopic,Rack & Pinion,5.2 meters,Ventilated Disc,Solid Disc,12 Seconds,12 Seconds,1785 mm,1595 mm,180 mm,2600 mm,,,1230 kg,5.0,,,,1670 kg,23.65 kmpl,48 Litres,,,,,,,,,180mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Kia-seltos-htk-plus-cars-Bangalore_b23ab2a4-6f27-4173-98dd-3342c4deb934.htm,2023,-,Petrol,5 Seats,"14,000 Kms",Bangalore,First Owner,1497 cc,Manual,2023,1497 cc,113.42 bhp,,2WD,Petrol,5.0,₹13.90 Lakh,17 kmpl,4365 mm,Smartstream G1.5,1497 cc,113.42bhp@6300rpm,144Nm@4500rpm,4.0,4.0,,MPi,No,,Manual,6-Speed,17 kmpl,50 Litres,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,,Electric,Tilt,,,Disc,Disc,,,1800 mm,1645 mm,,2610 mm,,,,5.0,,,,,,,,,433 Litres,,,,,,,16 Inch,16 Inch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Toyota-urban-cruiser-premium-cars-Bangalore_630ab680-9006-4aef-933f-35f98b10b8ad.htm,2022,-,Petrol,5 Seats,"20,000 Kms",Bangalore,Second Owner,1462 cc,Manual,2022,1462 cc,103.26 bhp,,,Petrol,5.0,₹7.75 Lakh,17.03 kmpl,3995 mm,k-series1.5l,1462 cc,103.26bhp@6000rpm,138nm@4400rpm,4.0,4.0,,,,,Manual,5 Speed,17.03 kmpl,48 Litres,BS VI,McPherson Strut with Coil Spring,Torsion Beam with Coil Spring,,Electronic,Tilt,,5.2,Ventilated Disc,Drum,,,1790 mm,1640 mm,,2500 mm,,,1115-1130 kg,5.0,2.0,,,1600 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Hyundai-grand-i10-asta-option-cars-Bangalore_febc6787-adcd-4a23-a453-0e601b0f2c6b.htm,2015,-,Petrol,5 Seats,"20,000 Kms",Bangalore,Second Owner,1197 cc,Manual,2015,1197 cc,82 bhp,165  kmph,FWD,Petrol,5.0,₹4.20 Lakh,18.9 kmpl,3765 mm,Kappa VTVT Petrol Engine,1197 cc,82bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,No,No,Manual,5 Speed,18.9 kmpl,43 Litres,BS IV,MacPherson Strut,Coupled Torsion Beam,Gas Filled,Power,Tilt,Rack & Pinion,4.8 meters,Disc,Drum,12.9 Seconds,12.9 Seconds,1660 mm,1520 mm,165 mm,2425 mm,1479 mm,1493 mm,935 kg,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Hyundai-grand-i10-12-kappa-asta-cars-Bangalore_11ad4679-f292-4a70-a428-70d3041e4e2e.htm,Jul 2020,Comprehensive,Petrol,5 Seats,"57,420 Kms",Shimoga,Second Owner,1197 cc,Manual,2020,1197 cc,81.86 bhp,165  kmph,FWD,Petrol,5.0,₹5.40 Lakh,18.9 kmpl,3765 mm,Kappa VTVT Petrol Engine,1197 cc,81.86bhp@6000rpm,113.75nm@4000rpm,4.0,4.0,DOHC,MPFI,No,No,Manual,5 Speed,18.9 kmpl,43 Litres,,MacPherson Strut,Coupled Torsion Beam Axle,Gas Filled,Power,Tilt,Rack & Pinion,4.8 metres,Disc,Drum,12.9 Seconds,12.9 Seconds,1660 mm,1520 mm,165 mm,2425 mm,1479 mm,1493 mm,1060 kg,5.0,2.0,,22.19 kmpl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Honda-city-sv-mt-cars-Bangalore_0ed6a0a7-257a-4130-82ed-885ad7bce9dc.htm,Apr 2014,Comprehensive,Petrol,5 Seats,"79,037 Kms",Bangalore,First Owner,1497 cc,Manual,2014,1497 cc,117.60 bhp,,,Petrol,5.0,₹5.36 Lakh,17.4 kmpl,4440 mm,i-VTEC,1497 cc,117.60bhp@6600rpm,145Nm@4600rpm,4.0,4.0,SOHC,,,,Manual,5 Speed,17.4 kmpl,40 Litres,BS VI,"McPherson Strut, Coil Spring","Torsion Beam Axle, Coil Spring",,Electric,Tilt,,5.3,Ventilated Disc,Drum,,,1695 mm,1495 mm,,2600 mm,1490 mm,1480 mm,1063 kg,4.0,2.0,,,1438 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Maruti-ciaz-alpha-diesel-cars-Bangalore_0807f4b6-7124-4667-8fc6-a9df6982165c.htm?adId=18880&adType=41,2017,Comprehensive,Diesel,5 Seats,"40,000 Kms",Bangalore,First Owner,1248 cc,Manual,2017,1248 cc,88.50 bhp,,FWD,Diesel,5.0,,28.09 kmpl,4490 mm,DDIS Diesel Engine,1248 cc,88.50bhp@4000rpm,200Nm@1750rpm,4.0,4.0,DOHC,CRDI,Yes,No,Manual,5 Speed,,,BS IV,MacPherson Strut,Torsion Beam,,Power,Tilt,Rack & Pinion,5.4 metres,Ventilated Disc,Drum,,,1730 mm,1485 mm,170 mm,2650 mm,,,1125 kg,4.0,2.0,,,1590 kg,28.09 kmpl,43 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Honda-city-vx-mt-cars-Bangalore_bf57dd06-2e1f-403e-bcd7-c12147d368cd.htm,Sept 2015,Comprehensive,Petrol,5 Seats,"1,12,200 Kms",Devanahalli,First Owner,1498 cc,Manual,2015,1498 cc,119.35 bhp,,,Petrol,5.0,₹7.50 Lakh,18.6 kmpl,4549 mm,Water Cooled Inline i-VTEC DOHC with VTC,1498 cc,119.35bhp@6600rpm,145Nm@4300rpm,4.0,4.0,DOHC,,,,Manual,6 Speed,18.6 kmpl,40 Litres,BS VI,McPherson Strut with Coil Spring,Torsion Beam with Coil Spring,Telescopic Hydraulic Nitrogen Gas-Filled,Electric,Telescopic & Tilt,,5.3,Ventilated Disc,Drum,,,1748 mm,1489 mm,,2600 mm,1496 mm,1484 mm,1107-1153 kg,4.0,6.0,,,1482-1528 kg,,,,,,43.12m,10.99s,17.98s@124.87kmph,,27.19m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Honda-city-exi-cars-Bangalore_0453eca5-8992-408b-96b5-407d7f335322.htm,May 2014,Comprehensive,Petrol,5 Seats,"87,854 Kms",Bangalore,Third Owner,1497 cc,Manual,2014,1497 cc,,173  kmph,FWD,Petrol,5.0,₹5.63 Lakh,17.7 kmpl,4390 mm,In-Line Engine,1497 cc,"78 @ 5,500 (PS@rpm)","12.7 @ 2,700 (kgm@rpm)",4.0,2.0,iDSI,PGM-FI (Programmed Fuel Injection),No,No,Manual,5 Speed,17.7 kmpl,42 Litres,Bharat Stage III,"McPherson Strut with Stabilizer, Coil spring","H-Type Torsion Beam Suspension, Coil spring",,Power,Tilt,Electronic Assisted Rack & Pinion,4.9 meters,Ventilated Disc,Drum,13.5 seconds,13.5 seconds,1690 mm,1495 mm,160 mm,2450 mm,,,1055 kg,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Maruti-celerio-zxi-cars-Bangalore_9e773ae0-2d9d-4b3e-89d5-8a8930665157.htm,Jul 2015,Comprehensive,Petrol,5 Seats,"99,005 Kms",Udupi,Second Owner,998 cc,Manual,2015,998 cc,67.05 bhp,,FWD,Petrol,5.0,₹3.79 Lakh,21.63 kmpl,3695 mm,K10B Engine,998 cc,67.05bhp@6000rpm,90Nm@3500rpm,3.0,4.0,DOHC,MPFi,No,No,Manual,5 Speed,21.63 kmpl,35 Litres,BS VI,MacPherson Strut,Coupled Torsion Beam,Coil Spring,Power,Tilt,Rack & Pinion,4.7 metres,Ventilated Disc,Drum,15.05 Seconds,15.05 Seconds,1600 mm,1560 mm,165 mm,2425 mm,1420 mm,1410 mm,835 kg,5.0,1.0,,,1250 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Renault-kiger-rxt-opt-amt-cars-Bangalore_57dfe5fc-c91e-4c6c-b4ba-c839682e67c1.htm?adId=18934&adType=41,2024,-,Petrol,5 Seats,"30,000 Kms",Bangalore,First Owner,999 cc,Automatic,2024,999 cc,71 bhp,,FWD,,5.0,₹3.59 Lakh,19.03 kmpl,3991 mm,1.0L Energy,999 cc,71bhp@6250rpm,96Nm@3500rpm,3.0,4.0,,MPFi,No,,Automatic,easy-R AMT,19.03 kmpl,40 Litres,BS VI 2.0,MacPherson Strut suspension,Rear twist beam,,Electric,Tilt,,,Disc,Drum,,,1750 mm,1605 mm,205 mm,2500 mm,1536 mm,1535 mm,,5.0,,,20 kmpl,,,,,4 Star,405 Litres,,,,,,205 mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Maruti-ritz-vxi-cars-Bangalore_6be473c0-b751-4b07-a21f-78ce627b4279.htm,Feb 2013,Comprehensive,Petrol,5 Seats,"47,402 Kms",Bangalore,First Owner,1197 cc,Manual,2013,1197 cc,85.80 bhp,156  kmph,FWD,Petrol,5.0,₹7 Lakh,18.5 kmpl,3775 mm,K Series Petrol Engine,1197 cc,85.80bhp@6000rpm,114Nm@4000rpm,4.0,4.0,DOHC,MPFI,No,No,Manual,5 Speed,18.5 kmpl,43 Litres,BS IV,MacPherson Strut,Torsion Beam,Coil Spring,Power,Tilt,Rack & Pinion,4.7 meters,Ventilated Disc,Drum,15 Seconds,15 Seconds,1680 mm,1620 mm,170 mm,2360 mm,1470 mm,1480 mm,1015 kg,5.0,,,,1430 kg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Hyundai-i20-asta-14-crdi-cars-Bangalore_cc039ae1-04ea-4fca-b26d-1666ae1d10ab.htm,Jan 2014,Comprehensive,Diesel,5 Seats,"1,18,364 Kms",Bangalore,First Owner,1396 cc,Manual,2013,1396 cc,88.73 bhp,180  kmph,FWD,Diesel,5.0,₹3.56 Lakh,22.54 kmpl,3985 mm,U2 CRDI Diesel Engine,1396 cc,88.73bhp@4000rpm,219.7Nm@1500-2750rpm,4.0,4.0,DOHC,CRDI,Yes,No,Manual,6 Speed,,,BS IV,MacPherson Strut,Coupled Torsion Beam,Gas Filled,Power,Tilt & Telescopic,Rack & Pinion,5.2 meters,Disc,Drum,11.9 Seconds,11.9 Seconds,1734 mm,1505 mm,170 mm,2570 mm,1505 mm,1503 mm,1515 kg,5.0,,,,,22.54 kmpl,45 Litres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/buy-used-car-details/used-Ford-ecosport-15-dv5-mt-titanium-cars-Bangalore_5c4315ac-d11e-4daf-b9f8-ac9febddbc6d.htm,Jun 2014,-,Diesel,5 Seats,"98,086 Kms",Bangalore,Second Owner,1498 cc,Manual,2014,1498 cc,89.84 bhp,182  kmph,FWD,,5.0,₹4.35 Lakh,22.7 kmpl,3999 mm,TDCi Diesel Engine,1498 cc,89.84bhp@3750rpm,204Nm@2000-2750rpm,4.0,2.0,SOHC,Direct Injection,Yes,No,Manual,5 Speed,,,BS IV,McPherson Strut,Twist Beam,Twin Gas & Oil Filled,Power,Tilt & Telescopic Steering,Rack & Pinion,5.3 meters,Ventilated Disc,Drum,13.5 Seconds,13.5 Seconds,1765 mm,1708 mm,200 mm,2520 mm,1519 mm,1524 mm,1290 kg,5.0,,,,1740 kg,22.7 kmpl,52 Litres,,,,,,,,,200mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
https://www.cardekho.com/used-car-details/used-Mercedes-benz-e-class-exclusive-e-220d-bsvi-cars-Bangalore_4c52c160-b4d8-45fc-a469-58387e5bdd75.htm?adId=19856&adType=41,Nov 2022,Third Party,Diesel,5 Seats,"78,000 Kms",Bangalore,First Owner,1950 cc,Automatic,2022,1950 cc,191.76 bhp,240  kmph,RWD,Diesel,5.0,₹3.67 Lakh,,5075 mm,In-Line 4 Cylinder diesel Engine,1950 cc,191.76bhp@3800rpm,400Nm@1600-2800rpm,4.0,4.0,DOHC,CRDI,Yes,,Automatic,9 Speed,,,BS VI,four-link axle suspension,five-link multi-link independent suspension,,Electric,Tilt & Telescopic,Direct Steer,6 metres,Ventilated Disc,Ventilated Disc,7.6 Seconds,7.6 Seconds,2065 mm,1495 mm,,3079 mm,1595 mm,1597 mm,1735 kg,4.0,,,,,16.1 kmpl,80 Litres,,,,,,,,,,,,16.13 kmpl,15.81 Seconds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
